customer_id,transaction_date,product_category,amount,city,payment_type,anomaly
C2693,2025-05-11,Books,21.48,Manchester,Cash,False
C2694,2025-08-25,Groceries,23.8,Glasgow,Card,False
C2695,2026-01-03,Groceries,13.51,Glasgow,Card,False
C2696,2025-12-09,Apparel,30.55,London,Cash,False
C2697,2026-02-13,Electronics,18.24,Manchester,Card,False
C2698,2025-12-01,Groceries,27.31,Belfast,Cash,False
C2699,2025-10-14,Groceries,78.2,Belfast,Cash,False
C2700,2026-02-21,Groceries,156.88,London,Online,True
C2701,2025-05-22,Groceries,27.91,Belfast,Online,False
C2702,2025-08-18,Apparel,30.95,Belfast,Cash,False
C2703,2025-11-28,Groceries,31.64,London,Card,False
C2704,2025-05-31,Books,136.6,Glasgow,Card,True
C2705,2026-04-06,Electronics,23.83,London,Cash,False
C2706,2026-03-29,Books,12.21,Glasgow,Online,False
C2707,2025-05-27,Apparel,36.62,Manchester,Cash,False
C2708,2026-01-28,Groceries,39.76,London,Cash,False
C2709,2025-05-31,Books,7.88,Belfast,Cash,False
C2710,2025-04-10,Groceries,34.46,Glasgow,Card,False
C2711,2025-12-19,Electronics,74.29,Manchester,Cash,False
C2712,2025-08-11,Books,5.29,Glasgow,Cash,False
C2713,2026-01-13,Apparel,168.71,London,Cash,True
C2714,2025-05-21,Groceries,13.88,Glasgow,Cash,False
C2715,2025-11-16,Books,50.63,London,Online,False
C2716,2025-04-22,Apparel,67.06,Manchester,Card,False
C2717,2025-10-08,Books,17.35,London,Cash,False
C2718,2025-12-03,Apparel,56.55,Glasgow,Online,False
C2719,2025-08-20,Groceries,42.08,Manchester,Card,False
C2720,2025-09-05,Groceries,36.91,Manchester,Online,False
C2721,2025-10-17,Apparel,2.62,Manchester,Card,False
C2722,2026-01-08,Groceries,5.99,Belfast,Online,False
C2723,2026-03-31,Apparel,8.69,Glasgow,Card,False
C2724,2025-12-17,Apparel,1.51,London,Cash,False
C2725,2026-03-25,Apparel,113.24,Manchester,Cash,True
C2726,2025-12-27,Groceries,26.75,Glasgow,Cash,False
C2727,2025-05-19,Electronics,28.23,London,Cash,False
C2728,2025-05-13,Electronics,5.28,London,Card,False
C2729,2025-04-19,Books,115.64,Manchester,Cash,True
C2730,2026-02-15,Apparel,7.95,Belfast,Online,False
C2731,2025-08-26,Groceries,41.62,London,Cash,False
C2732,2025-10-03,Electronics,4.81,Manchester,Cash,False
C2733,2025-06-02,Groceries,135.09,Belfast,Cash,True
C2734,2026-01-09,Books,10.9,Manchester,Card,False
C2735,2025-09-24,Groceries,22.06,Glasgow,Online,False
C2736,2025-10-05,Books,85.57,Belfast,Online,False
C2737,2026-03-02,Groceries,81.48,Manchester,Card,False
C2738,2025-06-11,Electronics,15.51,London,Cash,False
C2739,2025-12-20,Groceries,240.77,Manchester,Online,True
C2740,2026-01-19,Groceries,38.55,Manchester,Card,False
C2741,2025-05-19,Groceries,73.3,Glasgow,Online,False
C2742,2025-09-03,Electronics,35.73,Glasgow,Online,False
C2743,2025-05-09,Apparel,36.58,Belfast,Cash,False
C2744,2025-04-07,Apparel,7.55,London,Online,False
C2745,2026-03-19,Books,97.78,London,Card,False
C2746,2025-10-12,Electronics,32.31,Manchester,Cash,False
C2747,2025-05-04,Books,58.98,Glasgow,Online,False
C2748,2025-10-18,Books,78.38,London,Online,False
C2749,2025-05-12,Groceries,17.43,Glasgow,Card,False
C2750,2025-07-02,Groceries,4.58,Belfast,Card,False
C2751,2026-04-07,Electronics,14.92,London,Card,False
C2752,2025-09-20,Apparel,28.14,Glasgow,Cash,False
C2753,2025-07-16,Groceries,98.87,Manchester,Online,False
C2754,2025-05-31,Apparel,8.07,Glasgow,Card,False
C2755,2025-12-26,Apparel,22.61,London,Cash,False
C2756,2025-12-10,Books,8.58,London,Card,False
C2757,2025-06-09,Groceries,29.12,London,Cash,False
C2758,2025-12-04,Apparel,32.91,Belfast,Card,False
C2759,2026-01-22,Electronics,36.6,Belfast,Cash,False
C2760,2025-05-28,Electronics,9.15,Glasgow,Cash,False
C2761,2025-05-19,Books,63.09,Glasgow,Card,False
C2762,2025-11-23,Apparel,150.68,Belfast,Card,True
C2763,2025-11-04,Books,18.62,London,Card,False
C2764,2025-08-27,Groceries,8.18,Manchester,Online,False
C2765,2025-07-15,Apparel,12.76,Belfast,Cash,False
C2766,2025-09-14,Electronics,73.89,Belfast,Online,False
C2767,2026-03-24,Apparel,31.63,London,Cash,False
C2768,2026-01-23,Electronics,167.97,London,Card,True
C2769,2026-01-09,Books,12.76,London,Card,False
C2770,2026-03-18,Apparel,48.7,London,Card,False
C2771,2025-10-29,Electronics,133.33,London,Cash,True
C2772,2025-11-07,Electronics,32.33,Glasgow,Online,False
C2773,2025-12-27,Books,3.39,Belfast,Online,False
C2774,2025-05-03,Electronics,9.9,Manchester,Cash,False
C2775,2026-03-05,Electronics,76.26,Belfast,Online,False
C2776,2025-05-04,Electronics,11.16,London,Online,False
C2777,2026-02-20,Apparel,152.94,London,Cash,True
C2778,2025-05-06,Apparel,0.86,London,Cash,False
C2779,2025-05-24,Books,33.11,Glasgow,Cash,False
C2780,2025-06-28,Apparel,65.21,Glasgow,Card,False
C2781,2025-07-27,Apparel,194.37,Glasgow,Card,True
C2782,2026-02-07,Books,23.96,Belfast,Online,False
C2783,2025-05-28,Books,16.92,Manchester,Online,False
C2784,2025-06-16,Books,19.34,Glasgow,Online,False
C2785,2026-01-24,Books,52.55,Manchester,Online,False
C2786,2025-09-07,Electronics,7.95,Manchester,Card,False
C2787,2025-10-02,Groceries,83.51,Belfast,Cash,False
C2788,2025-12-06,Apparel,19.46,Manchester,Card,False
C2789,2026-03-09,Electronics,54.19,Glasgow,Card,False
C2790,2025-04-21,Apparel,5.98,Glasgow,Card,False
C2791,2025-12-26,Books,78.59,Belfast,Cash,False
C2792,2025-05-15,Books,4.14,London,Card,False
C2793,2025-11-24,Books,40.74,Belfast,Cash,False
C2794,2025-12-07,Apparel,84.53,London,Cash,False
C2795,2025-11-01,Books,17.53,Manchester,Online,False
C2796,2025-10-07,Groceries,30.66,Glasgow,Card,False
C2797,2025-10-05,Apparel,156.0,Manchester,Card,True
C2798,2025-12-01,Books,50.67,Glasgow,Online,False
C2799,2025-12-21,Apparel,21.8,London,Cash,False
C2800,2025-09-04,Books,30.29,London,Cash,False
C2801,2025-08-21,Books,12.29,Manchester,Online,False
C2802,2025-04-10,Groceries,0.21,Manchester,Online,False
C2803,2025-11-05,Books,50.62,Glasgow,Online,False
C2804,2026-01-27,Apparel,41.59,Glasgow,Card,False
C2805,2025-04-18,Books,42.14,Manchester,Cash,False
C2806,2025-04-09,Apparel,207.64,Belfast,Online,True
C2807,2026-01-10,Apparel,25.39,Manchester,Cash,False
C2808,2025-12-15,Books,43.8,London,Card,False
C2809,2025-05-28,Electronics,114.7,Glasgow,Online,True
C2810,2025-10-19,Electronics,16.4,Glasgow,Online,False
C2811,2025-04-23,Electronics,4.68,Manchester,Online,False
C2812,2025-10-09,Electronics,88.99,Belfast,Online,False
C2813,2025-05-20,Electronics,25.33,London,Online,False
C2814,2025-08-19,Groceries,121.74,Belfast,Cash,True
C2815,2025-12-05,Apparel,35.09,Glasgow,Card,False
C2816,2026-03-16,Books,62.01,Belfast,Card,False
C2817,2025-11-03,Books,63.08,London,Cash,False
C2818,2025-06-08,Groceries,50.12,Belfast,Online,False
C2819,2025-06-23,Groceries,81.63,Belfast,Cash,False
C2820,2025-10-30,Electronics,14.71,London,Online,False
C2821,2025-12-09,Electronics,7.25,Glasgow,Card,False
C2822,2025-05-14,Apparel,20.15,Belfast,Card,False
C2823,2025-04-22,Groceries,50.2,Manchester,Cash,False
C2824,2025-06-02,Electronics,52.12,Manchester,Card,False
C2825,2025-07-21,Groceries,73.12,Glasgow,Online,False
C2826,2025-08-30,Electronics,35.35,Glasgow,Online,False
C2827,2025-10-25,Groceries,32.28,Glasgow,Cash,False
C2828,2026-04-05,Electronics,2.99,Glasgow,Cash,False
C2829,2025-06-21,Books,128.95,Glasgow,Cash,True
C2830,2026-01-12,Groceries,5.96,London,Card,False
C2831,2025-12-26,Books,48.24,Manchester,Cash,False
C2832,2025-04-29,Electronics,2.98,Belfast,Online,False
C2833,2025-10-23,Books,52.04,Belfast,Online,False
C2834,2025-08-01,Groceries,36.89,Glasgow,Cash,False
C2835,2026-01-18,Groceries,92.77,Belfast,Card,False
C2836,2025-08-02,Books,55.09,Glasgow,Cash,False
C2837,2025-06-18,Apparel,165.31,Glasgow,Card,True
C2838,2026-03-04,Groceries,151.87,London,Card,True
C2839,2025-10-08,Electronics,41.11,Glasgow,Cash,False
C2840,2026-01-15,Electronics,72.35,Manchester,Cash,False
C2841,2025-08-11,Books,54.33,Belfast,Card,False
C2842,2025-11-28,Apparel,25.56,London,Cash,False
C2843,2026-01-05,Electronics,86.84,London,Online,False
C2844,2025-04-30,Groceries,0.63,Glasgow,Online,False
C2845,2025-12-20,Groceries,22.69,Glasgow,Card,False
C2846,2025-09-02,Apparel,85.69,London,Online,False
C2847,2025-10-16,Apparel,13.38,Glasgow,Online,False
C2848,2025-07-26,Groceries,126.14,Glasgow,Cash,True
C2849,2026-01-23,Apparel,10.67,Glasgow,Cash,False
C2850,2025-06-12,Groceries,0.67,Glasgow,Card,False
C2851,2025-09-07,Electronics,15.67,Manchester,Card,False
C2852,2025-04-14,Groceries,11.01,Manchester,Card,False
C2853,2025-07-12,Groceries,39.52,Glasgow,Online,False
C2854,2025-06-01,Electronics,17.98,Glasgow,Online,False
C2855,2025-09-13,Groceries,31.94,Glasgow,Online,False
C2856,2026-03-13,Groceries,160.6,London,Cash,True
C2857,2025-10-08,Apparel,21.18,Belfast,Card,False
C2858,2025-12-10,Books,11.21,London,Online,False
C2859,2025-05-08,Books,51.03,Belfast,Card,False
C2860,2025-05-29,Groceries,3.97,Glasgow,Card,False
C2861,2026-01-06,Books,44.58,Glasgow,Card,False
C2862,2025-07-15,Groceries,22.49,Belfast,Online,False
C2863,2025-09-29,Apparel,136.65,Manchester,Cash,True
C2864,2025-04-19,Electronics,31.21,Manchester,Card,False
C2865,2025-05-20,Books,44.99,London,Card,False
C2866,2025-12-15,Electronics,14.21,Manchester,Cash,False
C2867,2025-09-03,Books,15.99,Belfast,Online,False
C2868,2025-04-29,Groceries,7.15,London,Card,False
C2869,2025-09-06,Apparel,69.08,Manchester,Card,False
C2870,2025-04-12,Books,57.25,Manchester,Cash,False
C2871,2025-04-10,Groceries,49.37,Manchester,Cash,False
C2872,2025-04-11,Apparel,17.8,Manchester,Online,False
C2873,2026-01-17,Electronics,58.53,Belfast,Card,False
C2874,2025-08-10,Apparel,15.07,Belfast,Online,False
C2875,2025-10-06,Groceries,44.98,Glasgow,Cash,False
C2876,2025-06-18,Groceries,18.56,Manchester,Cash,False
C2877,2025-06-18,Apparel,149.66,Glasgow,Card,True
C2878,2026-03-02,Electronics,76.54,Belfast,Card,False
C2879,2025-04-21,Groceries,8.3,Glasgow,Card,False
C2880,2025-05-24,Groceries,43.39,Belfast,Cash,False
C2881,2025-12-23,Books,46.36,London,Online,False
C2882,2025-09-21,Books,82.28,Manchester,Cash,False
C2883,2026-03-06,Groceries,61.46,Manchester,Cash,False
C2884,2025-09-22,Apparel,32.03,Glasgow,Card,False
C2885,2025-04-09,Apparel,65.9,London,Cash,False
C2886,2025-12-17,Books,2.3,Glasgow,Card,False
C2887,2025-09-25,Electronics,67.64,London,Cash,False
C2888,2025-07-28,Books,12.01,Manchester,Card,False
C2889,2025-10-21,Groceries,72.02,Glasgow,Cash,False
C2890,2025-07-20,Electronics,265.01,Glasgow,Online,True
C2891,2025-08-25,Groceries,8.17,Glasgow,Online,False
C2892,2025-12-20,Groceries,60.81,Glasgow,Online,False
C2893,2025-07-23,Books,15.64,Manchester,Online,False
C2894,2025-05-01,Books,94.94,London,Online,False
C2895,2025-07-19,Groceries,9.64,Belfast,Online,False
C2896,2026-03-14,Groceries,31.93,Belfast,Online,False
C2897,2025-10-13,Books,19.88,Belfast,Card,False
C2898,2025-08-19,Books,17.52,Manchester,Card,False
C2899,2025-09-30,Groceries,49.9,Glasgow,Online,False
C2900,2025-04-28,Books,74.5,London,Online,False
C2901,2025-12-31,Books,29.82,Manchester,Card,False
C2902,2025-08-14,Books,13.86,London,Cash,False
C2903,2025-08-29,Electronics,16.27,Manchester,Online,False
C2904,2026-03-12,Books,75.11,Belfast,Card,False
C2905,2025-09-28,Electronics,73.17,Glasgow,Online,False
C2906,2025-09-22,Books,35.69,Glasgow,Cash,False
C2907,2026-04-05,Apparel,81.9,Belfast,Cash,False
C2908,2025-08-14,Electronics,31.7,Manchester,Card,False
C2909,2025-04-07,Books,16.54,London,Card,False
C2910,2025-08-05,Groceries,5.36,Glasgow,Card,False
C2911,2026-02-24,Books,41.3,Glasgow,Card,False
C2912,2026-02-24,Groceries,62.76,Belfast,Card,False
C2913,2026-01-18,Apparel,27.88,London,Cash,False
C2914,2025-10-27,Apparel,28.25,Glasgow,Card,False
C2915,2025-12-20,Electronics,0.35,Manchester,Cash,False
C2916,2025-05-07,Books,17.66,London,Online,False
C2917,2026-02-20,Groceries,16.39,Glasgow,Cash,False
C2918,2025-04-15,Books,7.6,Glasgow,Cash,False
C2919,2025-10-02,Books,85.53,Glasgow,Cash,False
C2920,2025-12-10,Apparel,14.14,Manchester,Online,False
C2921,2025-07-31,Electronics,57.56,London,Cash,False
C2922,2025-05-23,Apparel,36.9,Glasgow,Online,False
C2923,2025-07-07,Apparel,23.64,Belfast,Card,False
C2924,2025-06-22,Groceries,257.88,London,Card,True
C2925,2026-01-23,Apparel,208.46,Belfast,Cash,True
C2926,2025-05-27,Groceries,78.27,London,Card,False
C2927,2025-08-14,Books,0.8,London,Cash,False
C2928,2025-09-18,Apparel,1.85,London,Online,False
C2929,2025-12-31,Apparel,44.63,Manchester,Online,False
C2930,2025-04-24,Books,19.58,London,Online,False
C2931,2025-09-17,Groceries,16.91,Manchester,Cash,False
C2932,2025-11-21,Electronics,55.97,London,Cash,False
C2933,2025-06-05,Groceries,77.18,London,Card,False
C2934,2026-01-31,Electronics,1.98,Manchester,Card,False
C2935,2026-01-17,Electronics,3.32,London,Online,False
C2936,2025-10-23,Electronics,53.46,London,Card,False
C2937,2025-06-15,Electronics,67.89,Manchester,Cash,False
C2938,2025-06-23,Groceries,80.24,Belfast,Cash,False
C2939,2025-07-09,Groceries,47.33,London,Card,False
C2940,2025-07-21,Apparel,23.51,London,Online,False
C2941,2025-09-07,Groceries,82.43,London,Cash,False
C2942,2025-05-02,Electronics,47.29,London,Cash,False
C2943,2025-07-23,Books,48.47,Manchester,Cash,False
C2944,2025-08-10,Apparel,30.71,Belfast,Cash,False
C2945,2026-03-27,Books,31.18,London,Cash,False
C2946,2025-09-08,Apparel,67.83,Manchester,Cash,False
C2947,2025-06-24,Groceries,72.79,Glasgow,Cash,False
C2948,2025-10-16,Electronics,71.33,London,Online,False
C2949,2025-08-28,Apparel,48.34,Manchester,Card,False
C2950,2025-09-30,Apparel,208.46,Glasgow,Cash,True
C2951,2025-06-24,Books,20.59,Belfast,Card,False
C2952,2026-03-09,Electronics,68.32,London,Online,False
C2953,2025-12-22,Groceries,119.4,Manchester,Cash,True
C2954,2026-02-28,Books,78.95,London,Cash,False
C2955,2026-02-18,Electronics,36.96,Manchester,Cash,False
C2956,2026-01-12,Electronics,76.93,Manchester,Card,False
C2957,2025-07-10,Electronics,0.5,Belfast,Online,False
C2958,2025-12-11,Apparel,6.42,Belfast,Cash,False
C2959,2026-03-20,Electronics,83.23,Manchester,Online,False
C2960,2026-02-15,Groceries,67.35,London,Cash,False
C2961,2025-04-20,Groceries,54.86,Glasgow,Cash,False
C2962,2026-02-19,Groceries,38.92,Belfast,Cash,False
C2963,2025-11-21,Apparel,24.03,Glasgow,Cash,False
C2964,2026-03-14,Apparel,85.68,Glasgow,Cash,False
C2965,2025-09-27,Electronics,51.57,Manchester,Card,False
C2966,2025-12-20,Electronics,30.97,Belfast,Online,False
C2967,2025-12-04,Books,22.75,Glasgow,Card,False
C2968,2025-05-05,Books,30.7,London,Card,False
C2969,2026-02-17,Groceries,31.97,Belfast,Online,False
C2970,2025-11-29,Electronics,10.14,Manchester,Cash,False
C2971,2026-03-07,Apparel,28.3,Belfast,Online,False
C2972,2026-01-02,Apparel,16.68,Belfast,Online,False
C2973,2025-06-19,Electronics,107.41,Glasgow,Online,True
C2974,2026-01-22,Groceries,6.14,Belfast,Card,False
C2975,2025-06-17,Groceries,30.22,Manchester,Cash,False
C2976,2025-05-11,Books,56.43,Manchester,Online,False
C2977,2025-11-18,Electronics,21.05,Belfast,Cash,False
C2978,2026-03-04,Apparel,16.09,London,Cash,False
C2979,2025-06-14,Books,4.26,Glasgow,Card,False
C2980,2025-05-30,Electronics,27.62,Glasgow,Card,False
C2981,2025-05-15,Books,49.58,London,Card,False
C2982,2025-12-16,Groceries,63.77,Glasgow,Online,False
C2983,2025-08-18,Books,0.89,London,Online,False
C2984,2025-12-10,Electronics,237.01,London,Card,True
C2985,2026-01-16,Electronics,130.59,Belfast,Online,True
C2986,2025-09-15,Electronics,21.91,Belfast,Online,False
C2987,2025-10-17,Groceries,41.78,Manchester,Card,False
C2988,2025-07-04,Electronics,16.19,Glasgow,Online,False
C2989,2026-03-06,Apparel,15.74,London,Online,False
C2990,2025-08-31,Books,137.76,London,Cash,True
C2991,2026-02-28,Apparel,51.72,Belfast,Card,False
C2992,2025-09-18,Books,53.51,Glasgow,Card,False
C2993,2025-12-23,Electronics,8.52,London,Card,False
C2994,2025-10-31,Groceries,118.32,Glasgow,Cash,True
C2995,2026-03-14,Apparel,82.58,Belfast,Online,False
C2996,2025-09-14,Electronics,30.27,Belfast,Online,False
C2997,2026-02-15,Electronics,86.02,Belfast,Card,False
C2998,2026-02-15,Apparel,2.08,Glasgow,Online,False
C2999,2025-09-30,Apparel,65.45,Glasgow,Card,False
C3000,2026-03-06,Electronics,43.99,Manchester,Online,False
C3001,2025-12-31,Books,21.38,Manchester,Online,False
C3002,2026-03-13,Groceries,12.17,Manchester,Online,False
C3003,2025-09-26,Groceries,2.07,Manchester,Online,False
C3004,2025-05-10,Electronics,112.74,Belfast,Card,True
C3005,2026-01-18,Electronics,23.01,London,Online,False
C3006,2025-08-12,Books,169.41,Glasgow,Card,True
C3007,2026-02-06,Electronics,16.45,Belfast,Online,False
C3008,2025-05-27,Apparel,37.65,Belfast,Online,False
C3009,2025-12-18,Books,39.72,London,Card,False
C3010,2026-01-30,Apparel,103.61,London,Cash,False
C3011,2026-02-26,Electronics,82.55,London,Card,False
C3012,2025-05-04,Electronics,175.46,London,Online,True
C3013,2025-10-25,Electronics,256.99,London,Online,True
C3014,2025-12-20,Groceries,23.78,London,Cash,False
C3015,2026-01-29,Electronics,242.3,London,Online,True
C3016,2025-08-06,Apparel,75.13,Belfast,Online,False
C3017,2025-08-21,Apparel,18.02,Manchester,Card,False
C3018,2025-05-10,Books,62.75,London,Cash,False
C3019,2026-02-26,Books,42.19,London,Online,False
C3020,2025-04-28,Apparel,63.94,London,Online,False
C3021,2025-04-22,Groceries,3.35,Manchester,Cash,False
C3022,2025-07-11,Books,34.35,Belfast,Online,False
C3023,2025-04-20,Apparel,20.25,London,Online,False
C3024,2025-12-15,Apparel,9.3,Manchester,Cash,False
C3025,2025-06-07,Electronics,14.58,Glasgow,Cash,False
C3026,2026-02-01,Apparel,86.19,London,Cash,False
C3027,2025-09-17,Groceries,33.53,London,Online,False
C3028,2025-10-17,Apparel,76.81,Manchester,Online,False
C3029,2026-02-16,Apparel,22.07,London,Cash,False
C3030,2025-09-14,Electronics,4.1,Belfast,Cash,False
C3031,2026-02-17,Electronics,96.01,London,Online,False
C3032,2025-04-21,Books,3.02,Belfast,Online,False
C3033,2025-08-29,Groceries,88.39,Manchester,Cash,False
C3034,2025-04-30,Apparel,13.49,Belfast,Card,False
C3035,2025-08-14,Books,3.62,Manchester,Cash,False
C3036,2025-11-25,Apparel,115.24,London,Online,True
C3037,2025-04-19,Groceries,0.83,Manchester,Card,False
C3038,2026-01-19,Groceries,21.95,Glasgow,Card,False
C3039,2025-10-06,Books,4.12,Belfast,Online,False
C3040,2025-12-02,Books,110.24,London,Cash,True
C3041,2026-01-06,Apparel,6.94,Glasgow,Card,False
C3042,2026-03-07,Groceries,23.85,Manchester,Card,False
C3043,2025-10-24,Groceries,38.64,Manchester,Card,False
C3044,2025-08-14,Apparel,27.12,Belfast,Cash,False
C3045,2025-05-16,Books,39.13,Glasgow,Cash,False
C3046,2026-02-05,Groceries,28.07,London,Cash,False
C3047,2025-05-07,Apparel,23.2,Glasgow,Online,False
C3048,2025-06-29,Groceries,67.16,London,Cash,False
C3049,2026-01-05,Groceries,3.27,London,Online,False
C3050,2025-09-04,Books,5.39,Glasgow,Online,False
C3051,2025-08-06,Apparel,39.61,Manchester,Online,False
C3052,2026-01-29,Groceries,28.15,Belfast,Cash,False
C3053,2026-03-13,Groceries,14.68,Glasgow,Card,False
C3054,2025-07-31,Electronics,31.73,London,Online,False
C3055,2025-04-21,Apparel,13.24,London,Card,False
C3056,2025-07-20,Apparel,29.8,Belfast,Card,False
C3057,2025-11-23,Electronics,11.8,Manchester,Card,False
C3058,2025-11-05,Electronics,85.62,Manchester,Card,False
C3059,2025-11-04,Electronics,16.99,Glasgow,Online,False
C3060,2025-05-23,Groceries,92.21,London,Online,False
C3061,2026-03-24,Groceries,39.54,Glasgow,Online,False
C3062,2026-01-27,Books,4.73,Glasgow,Cash,False
C3063,2025-07-02,Books,274.23,Belfast,Cash,True
C3064,2025-09-06,Apparel,18.78,Belfast,Card,False
C3065,2025-08-08,Electronics,2.31,Glasgow,Cash,False
C3066,2025-05-31,Electronics,42.15,Glasgow,Card,False
C3067,2025-09-22,Apparel,47.53,London,Online,False
C3068,2025-12-29,Books,73.82,Manchester,Card,False
C3069,2025-05-13,Books,29.32,Manchester,Card,False
C3070,2025-10-10,Groceries,42.48,Belfast,Cash,False
C3071,2025-09-01,Electronics,74.96,Belfast,Card,False
C3072,2025-09-13,Electronics,78.17,Glasgow,Card,False
C3073,2026-02-20,Apparel,26.29,Belfast,Cash,False
C3074,2025-07-15,Electronics,77.77,Belfast,Online,False
C3075,2025-10-02,Books,40.98,Glasgow,Cash,False
C3076,2025-08-18,Electronics,111.39,London,Online,True
C3077,2025-08-30,Books,68.92,Manchester,Online,False
C3078,2026-03-15,Groceries,31.23,Belfast,Cash,False
C3079,2025-06-22,Groceries,38.69,Glasgow,Card,False
C3080,2025-06-27,Electronics,86.3,London,Card,False
C3081,2026-03-31,Electronics,27.61,Belfast,Online,False
C3082,2026-02-10,Electronics,21.55,London,Online,False
C3083,2025-09-29,Books,1.41,London,Card,False
C3084,2025-11-01,Groceries,13.4,Manchester,Card,False
C3085,2025-05-30,Electronics,38.0,Manchester,Cash,False
C3086,2026-03-24,Groceries,13.17,Manchester,Cash,False
C3087,2025-10-06,Apparel,118.73,Belfast,Online,True
C3088,2025-08-18,Groceries,24.82,Belfast,Card,False
C3089,2025-10-05,Electronics,22.07,Belfast,Card,False
C3090,2025-07-10,Electronics,37.5,Belfast,Cash,False
C3091,2026-02-20,Groceries,33.4,London,Online,False
C3092,2025-12-31,Books,126.12,Glasgow,Card,True
C3093,2026-02-23,Groceries,140.79,Manchester,Card,True
C3094,2025-08-05,Books,95.04,London,Card,False
C3095,2025-11-19,Books,15.93,Manchester,Card,False
C3096,2025-10-30,Electronics,17.44,Glasgow,Cash,False
C3097,2026-02-11,Groceries,62.49,Manchester,Card,False
C3098,2025-12-21,Electronics,50.04,London,Card,False
C3099,2025-12-24,Groceries,10.47,Manchester,Cash,False
C3100,2026-02-19,Groceries,315.01,London,Card,True
C3101,2026-03-25,Electronics,35.57,Manchester,Cash,False
C3102,2025-12-11,Books,82.67,Belfast,Card,False
C3103,2025-06-03,Books,28.49,Glasgow,Card,False
C3104,2026-03-17,Groceries,36.48,London,Online,False
C3105,2026-01-26,Apparel,4.05,London,Card,False
C3106,2025-06-07,Electronics,45.26,Manchester,Cash,False
C3107,2025-04-14,Electronics,54.01,Belfast,Cash,False
C3108,2025-11-16,Electronics,54.73,Manchester,Card,False
C3109,2025-09-06,Electronics,1.42,London,Card,False
C3110,2026-03-07,Electronics,92.92,Manchester,Online,False
C3111,2025-12-25,Apparel,0.26,London,Online,False
C3112,2026-03-09,Books,6.2,Belfast,Card,False
C3113,2026-01-29,Electronics,46.02,Belfast,Cash,False
C3114,2025-09-08,Electronics,151.86,Manchester,Card,True
C3115,2025-11-01,Groceries,32.22,Glasgow,Online,False
C3116,2025-08-27,Groceries,104.23,London,Card,False
C3117,2026-02-09,Books,171.13,Belfast,Card,True
C3118,2025-08-03,Books,29.88,Glasgow,Card,False
C3119,2026-02-23,Books,49.47,Manchester,Cash,False
C3120,2025-09-23,Electronics,0.88,Manchester,Online,False
C3121,2025-11-08,Books,78.01,Glasgow,Cash,False
C3122,2025-12-24,Electronics,32.2,London,Card,False
C3123,2026-03-08,Groceries,4.07,London,Online,False
C3124,2025-08-31,Electronics,69.03,Glasgow,Online,False
C3125,2025-12-27,Apparel,34.7,London,Card,False
C3126,2025-09-25,Books,75.05,Glasgow,Card,False
C3127,2026-01-28,Groceries,5.0,London,Cash,False
C3128,2026-03-30,Electronics,16.11,Manchester,Card,False
C3129,2025-10-12,Electronics,70.47,London,Online,False
C3130,2025-10-05,Apparel,49.95,Belfast,Card,False
C3131,2025-08-17,Apparel,20.55,Glasgow,Card,False
C3132,2026-01-23,Apparel,66.57,Manchester,Online,False
C3133,2025-10-05,Electronics,58.68,London,Card,False
C3134,2025-05-24,Groceries,120.28,Manchester,Online,True
C3135,2025-09-25,Books,66.55,Glasgow,Cash,False
C3136,2025-11-20,Groceries,13.79,Manchester,Card,False
C3137,2026-01-01,Groceries,75.62,Manchester,Online,False
C3138,2025-12-28,Apparel,89.32,Belfast,Online,False
C3139,2025-09-30,Books,14.31,Glasgow,Card,False
C3140,2025-04-25,Electronics,64.14,London,Online,False
C3141,2026-04-05,Groceries,8.47,London,Online,False
C3142,2026-02-02,Groceries,48.48,Manchester,Online,False
C3143,2026-03-29,Apparel,20.11,Manchester,Online,False
C3144,2025-10-07,Books,30.88,London,Online,False
C3145,2025-07-24,Electronics,15.05,Glasgow,Cash,False
C3146,2026-03-29,Electronics,27.91,Belfast,Cash,False
C3147,2026-02-10,Electronics,53.84,Belfast,Card,False
C3148,2025-12-01,Books,92.59,London,Cash,False
C3149,2025-10-12,Electronics,2.76,Glasgow,Online,False
C3150,2025-10-28,Apparel,115.56,Manchester,Card,True
C3151,2025-10-28,Electronics,94.26,London,Online,False
C3152,2026-01-28,Books,22.85,Glasgow,Cash,False
C3153,2025-11-28,Books,19.32,Glasgow,Card,False
C3154,2025-11-22,Electronics,30.11,London,Card,False
C3155,2025-08-19,Groceries,52.11,Glasgow,Card,False
C3156,2025-08-26,Apparel,62.04,Glasgow,Online,False
C3157,2026-02-06,Electronics,134.58,Manchester,Online,True
C3158,2025-04-19,Electronics,9.15,Glasgow,Online,False
C3159,2025-05-21,Electronics,101.1,Glasgow,Cash,False
C3160,2026-03-08,Electronics,16.7,Belfast,Cash,False
C3161,2026-03-31,Groceries,48.21,Glasgow,Card,False
C3162,2025-11-09,Books,5.95,Glasgow,Card,False
C3163,2025-10-27,Books,51.16,Glasgow,Online,False
C3164,2025-06-06,Electronics,6.74,Belfast,Card,False
C3165,2026-03-17,Apparel,82.99,Glasgow,Cash,False
C3166,2025-10-09,Books,12.3,Belfast,Online,False
C3167,2025-04-13,Groceries,12.75,London,Cash,False
C3168,2025-09-05,Electronics,91.39,Manchester,Cash,False
C3169,2025-09-06,Books,2.15,Manchester,Card,False
